"Address","Content","Status Code","Status","Indexability","Indexability Status","Title 1","Title 1 Length","Title 1 Pixel Width","Meta Description 1","Meta Description 1 Length","Meta Description 1 Pixel Width","Meta Keyword 1","Meta Keywords 1 Length","H1-1","H1-1 length","H1-2","H1-2 length","H2-1","H2-1 length","H2-2","H2-2 length","Meta Robots 1","X-Robots-Tag 1","Meta Refresh 1","Canonical Link Element 1","rel=""next"" 1","rel=""prev"" 1","HTTP rel=""next"" 1","HTTP rel=""prev"" 1","Size (bytes)","Word Count","Text Ratio","Crawl Depth","Link Score","Inlinks","Unique Inlinks","% of Total","Outlinks","Unique Outlinks","External Outlinks","Unique External Outlinks","Closest Similarity Match","No. Near Duplicates","Spelling Errors","Grammar Errors","Hash","Response Time","Last Modified","Redirect URL","Redirect Type","URL Encoded Address"
"https://www.amazon.es/s?i=fashion&bbn=20056782031&rh=n%3A5512276031%2Cn%3A%215512281031%2Cn%3A%215512283031%2Cn%3A20056782031%2Cn%3A5517557031%2Cn%3A3074027031%2Cn%3A3074036031","text/html;charset=UTF-8","200","OK","Indexable","","Amazon.es","9","100","","0","0","","0","1-48 de 112 resultados para Moda : Los estilos favoritos : Hombre : Ropa : Camisetas, polos y camisas Ordenar por: Destacados Ordenar por:Destacados Ir","151","El precio y otros detalles pueden variar en función del tamaño y del color","74","Jjecorp Logo tee SS Crew Neck Noos Camiseta para Hombre","55","Classic Camiseta para Hombre","28","","","","","","","","","887944","2187","1.512","1","","5","3","1.520","596","450","33","32","","","","","db9781d172f6c3f8904b3756bb824dfc","0.397","","","","https://www.amazon.es/s?i=fashion&bbn=20056782031&rh=n%3A5512276031%2Cn%3A%215512281031%2Cn%3A%215512283031%2Cn%3A20056782031%2Cn%3A5517557031%2Cn%3A3074027031%2Cn%3A3074036031"
"https://www.amazon.es/fcx/shop-by-age/store?age=5y_7y&st=599385031&ref_=fly_mkt_gw_rwt_sba_toysbyage_mcc_ES_5y_7y","text/html;charset=UTF-8","200","OK","Indexable","","Comprar por edad","16","163","","0","0","","0","","0","","0","","0","","0","","","","","","","","","1074443","5006","2.842","1","","22","2","1.020","302","281","32","31","","","","","ffaafd6b7582d3b57b7e5346a2df6644","0.219","","","","https://www.amazon.es/fcx/shop-by-age/store?age=5y_7y&st=599385031&ref_=fly_mkt_gw_rwt_sba_toysbyage_mcc_ES_5y_7y"
"https://www.amazon.es/b?node=22364009031&pd_rd_w=lPHie&pf_rd_p=cd871a9c-19f8-4f5f-8b24-65d7610b1181&pf_rd_r=1TZ0WKKWQTXWS4GX0X50&pd_rd_r=7247f40c-3320-466e-aac3-e0989f34a486&pd_rd_wg=H3J2U","text/html;charset=UTF-8","200","OK","Non-Indexable","Canonicalised","Amazon.es: Equipaje y pequeños accesorios de piel: Zapatos y complementos","73","698","Compras en línea de Equipaje y pequeños accesorios de piel de una gran selección en la tienda Zapatos y complementos.","117","778","Equipaje y pequeños accesorios de piel, Zapatos y complementos, Amazon.es","73","","0","","0","Vemingo Cartera para Hombre con Clip,Monedero con RFID Bloqueo para Tarjetas de Crédito Portamonedas Ligeros para...","116","flintronic Sling Hombro Mochilas","32","","","","https://www.amazon.es/b?ie=UTF8&node=22364009031","https://www.amazon.es/Equipaje-pequeños-accesorios-piel-Zapatos-complementos/s?rh=n%3A22364009031&page=2","","","","491300","1955","2.391","1","","2","2","1.020","279","141","33","32","","","","","bd2c7dbe01e0adc4e610abb4c60f2d09","0.452","","","","https://www.amazon.es/b?node=22364009031&pd_rd_w=lPHie&pf_rd_p=cd871a9c-19f8-4f5f-8b24-65d7610b1181&pf_rd_r=1TZ0WKKWQTXWS4GX0X50&pd_rd_r=7247f40c-3320-466e-aac3-e0989f34a486&pd_rd_wg=H3J2U"
"https://www.amazon.es/ref=footer_logo","text/html;charset=UTF-8","200","OK","Non-Indexable","Canonicalised","Amazon.es: compra online de electrónica, libros, deporte, hogar, moda y mucho más.","82","763","Descubre y compra online: electrónica, moda, hogar, libros, deporte y mucho más a precios bajos en Amazon.es. Envío gratis con Amazon Prime.","140","926","Amazon, amazon.es, compras online, electrónica, música, libros, videojuegos,  CDs, DVD,  video, TV, ordenadores, software, móviles, juegos, muebles, juguetes, ropa, accesorios, moda, zapatos, joyas, relojes, productos de oficina, deporte, productos deportivos, bebés, salud, cuidado personal, hogar, cocina, jardín, herramientas, recambios, mascotas, informática, tienda online, envíos gratis, bricolaje, decoración, eBooks, aire libre, supermercado, belleza, jardinería, regalos, instrumentos musicales","503","","0","","0","Ofertas en Moda","15","Dispositivos Amazon","19","","","","https://www.amazon.es/","","","","","471476","994","1.393","1","","129","109","55.330","217","181","33","32","","","","","a7a2ef2bd47ea9cfa9410ff429a64354","0.149","","","","https://www.amazon.es/ref=footer_logo"
"https://www.amazon.es/s?bbn=22176372031&rh=n%3A22176372031%2Cn%3A3074042031","text/html;charset=UTF-8","200","OK","Indexable","","Amazon.es","9","100","","0","0","","0","1-48 de 164 resultados para AW2020 Ropa : Jerséis, cárdigans y sudaderas Ordenar por: Destacados Precio: de más bajo a más alto Precio: de más alto a más bajo Valoración media de los clientes Novedades Ordenar por:Destacados Ir","227","El precio y otros detalles pueden variar en función del tamaño y del color","74","Marca Amazon - find. Jersey de Algodón Hombre","45","suéter Hombre","13","","","","","","","","","820766","1876","1.405","1","","6","4","2.030","506","374","32","31","","","","","9779682f4396fc706cbca2bf124d4681","0.371","","","","https://www.amazon.es/s?bbn=22176372031&rh=n%3A22176372031%2Cn%3A3074042031"
"https://www.amazon.es/gp/new-releases/?ref_=nav_cs_newreleases","text/html; charset=UTF-8","200","OK","Non-Indexable","Canonicalised","Amazon.es Últimas novedades: Las novedades y los futuros lanzamientos más vendidos en Amazon","92","896","Amazon.es Últimas novedades: Las novedades y los futuros lanzamientos más vendidos en Amazon","92","638","","0","Últimas novedades","17","","0","","0","","0","","","","https://www.amazon.es/gp/new-releases/258-1618956-7430813","","","","","235681","1130","3.249","1","","110","109","55.330","146","133","33","32","","","","","11a5cdf9b8ee349df906894876b62993","0.271","","","","https://www.amazon.es/gp/new-releases/?ref_=nav_cs_newreleases"
"https://www.amazon.es/cheques-regalo/b/?ie=UTF8&node=3564279031&ref_=nav_cs_gc","text/html;charset=UTF-8","200","OK","Non-Indexable","Canonicalised","cheques regalo | Amazon.es","26","253","Compra online entre un amplio catálogo de productos en la tienda Cheques regalo.","80","528","Cheques regalo, Amazon.es","25","CHEQUES REGALO Y RECARGAS","25","CHEQUES REGALO Y RECARGAS","25","Los más vendidos Ver más","24","Animado Ver más","15","","","","https://www.amazon.es/cheques-regalo/b?ie=UTF8&node=3564279031","https://www.amazon.es/Cheques-regalo/s?rh=n%3A3564279031&page=2","","","","507986","2225","3.004","1","","116","109","55.330","251","243","33","32","","","","","cb7366a10697635f4759f209065cf02a","0.378","","","","https://www.amazon.es/cheques-regalo/b/?ie=UTF8&node=3564279031&ref_=nav_cs_gc"
"https://www.amazon.es/b?ie=UTF8&node=923374031&ref_=footer_gw_m_b_careers","text/html; charset=UTF-8","301","MovedPermanently","Non-Indexable","Redirected","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","0","0","0.000","1","","100","100","50.760","0","0","0","0","","","","","","0.206","","https://www.amazon.jobs/","HTTP Redirect","https://www.amazon.es/b?ie=UTF8&node=923374031&ref_=footer_gw_m_b_careers"
"https://www.amazon.es/gp/cart/view.html?ref_=nav_cart","","0","Blocked by robots.txt","Non-Indexable","Blocked by robots.txt","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","0","0","0.000","1","","109","109","55.330","0","0","0","0","","","","","","","","","","https://www.amazon.es/gp/cart/view.html?ref_=nav_cart"
"https://www.amazon.es/gp/help/customer/display.html?ie=UTF8&nodeId=201890250&ref_=footer_cookies_notice","text/html; charset=UTF-8","200","OK","Non-Indexable","Canonicalised","Amazon.es Ayuda: Aviso de Cookies","33","327","","0","0","","0","Aviso de Cookies","16","","0","","0","","0","","","","https://www.amazon.es/gp/help/customer/display.html?nodeId=GVASXV5UZ64R4Y25","","","","","227654","1258","3.815","1","","101","100","50.760","87","79","33","32","","","","","85666d65b951e27d66a3b93a415b45","0.384","","","","https://www.amazon.es/gp/help/customer/display.html?ie=UTF8&nodeId=201890250&ref_=footer_cookies_notice"
"https://www.amazon.es/gp/help/customer/display.html?ie=UTF8&nodeId=200507590&ref_=footer_gw_m_b_cs","text/html; charset=UTF-8","200","OK","Indexable","","Amazon.es Ayuda: Ayuda","22","230","","0","0","","0","Hola, ¿cómo podemos ayudarte?","29","Ayuda","5","","0","","0","","","","","","","","","249704","1220","3.107","1","","101","100","50.760","157","156","37","36","","","","","de46b92f16a64044926f7934c930cbae","0.326","","","","https://www.amazon.es/gp/help/customer/display.html?ie=UTF8&nodeId=200507590&ref_=footer_gw_m_b_cs"
"https://www.amazon.es/s?i=fashion&bbn=20056782031&rh=n%3A5512276031%2Cn%3A%215512281031%2Cn%3A%215512283031%2Cn%3A20056782031%2Cn%3A5517557031%2Cn%3A10117368031","text/html;charset=UTF-8","200","OK","Indexable","","Amazon.es","9","100","","0","0","","0","1-48 de 167 resultados para Moda : Los estilos favoritos : Hombre : Relojes Ordenar por: Destacados Ordenar por:Destacados Ir","125","","0","Reloj Vintage","13","Reloj Vintage","13","","","","","","","","","672037","2062","1.953","1","","5","3","1.520","316","169","32","31","","","","","3b7e9015bdeeed6978037a5d1e2456cc","0.362","","","","https://www.amazon.es/s?i=fashion&bbn=20056782031&rh=n%3A5512276031%2Cn%3A%215512281031%2Cn%3A%215512283031%2Cn%3A20056782031%2Cn%3A5517557031%2Cn%3A10117368031"
"https://www.amazon.es/b?node=22149442031","text/html;charset=UTF-8","200","OK","Non-Indexable","Canonicalised","Siéntete bien con Alexa @ Amazon.es","35","341","Compras en línea de Siéntete bien con Alexa en Amazon.es","56","381","Siéntete bien con Alexa","23","","0","","0","","0","","0","","","","https://www.amazon.es/b?ie=UTF8&node=22149442031","","","","","223592","616","2.077","1","","5","3","1.520","68","67","32","31","","","","","17988bb556daafd88019c113d714e633","0.331","","","","https://www.amazon.es/b?node=22149442031"
"https://www.amazon.es/gp/help/customer/display.html?ie=UTF8&nodeId=200522630&ref_=footer_shiprates","text/html; charset=UTF-8","200","OK","Non-Indexable","Canonicalised","Amazon.es Ayuda: Tarifas y opciones de envío","44","419","","0","0","","0","","0","","0","","0","","0","","","","https://www.amazon.es/gp/help/customer/display.html?nodeId=201910610","","","","","224898","716","2.212","1","","101","100","50.760","87","80","33","32","","","","","395b898922a63cce6bfec6469f977850","0.223","","","","https://www.amazon.es/gp/help/customer/display.html?ie=UTF8&nodeId=200522630&ref_=footer_shiprates"
"https://www.amazon.es/b?node=10675217031","text/html;charset=UTF-8","200","OK","Non-Indexable","Canonicalised","Amazon Renewed: Productos Reacondicionados","42","432","Los productos de Amazon Renewed han sido renovados para que funcionen y parezcan nuevos, y están respaldados por una garantía limitada de un año. Puedes comprar móviles, portátiles, tablets, electrodomésticos, consolas, productos de oficina y mucho más.","253","1674","reacondicionados certificados,
reacondicionado,
reacondicionados certificados en amazon,
reacondicionados certificados amazon, 
pre owned,
pre-owned,
refurbished iphone,
used iphone,
reacondicionado certificado iphone,
reacondicionado iphone,
amazon renewed,
","259","Productos Reacondicionados en Amazon Renewed","44","Marcas destacadas","17","Los más vendidos en los iPhones de Apple renovados Ver más","58","Productos destacados en Amazon Renewed","38","","","","https://www.amazon.es/Reacondicionado-Certificado/b?ie=UTF8&node=10675217031","","","","","331465","1126","2.227","1","","11","4","2.030","144","139","33","32","","","","","c247583ae0d353b76283dc2ce0db37f2","0.288","","","","https://www.amazon.es/b?node=10675217031"
"https://www.amazon.es/Samsung-Galaxy-A51-Smartphone-española/dp/B082WFVKL7?pd_rd_w=snNF8&pf_rd_p=ecdf7012-df4e-4af7-943a-3e5d2bbcc968&pf_rd_r=1TZ0WKKWQTXWS4GX0X50&pd_rd_r=7247f40c-3320-466e-aac3-e0989f34a486&pd_rd_wg=H3J2U","text/html","200","OK","Indexable","","Amazon.es","9","100","","0","0","","0","","0","","0","","0","","0","","","","","","","","","7397","57","5.166","1","","1","1","0.510","2","2","0","0","","","","","18ce718cb0360e0d8d7db09daf0f876f","0.096","","","","https://www.amazon.es/Samsung-Galaxy-A51-Smartphone-espa%C3%B1ola/dp/B082WFVKL7?pd_rd_w=snNF8&pf_rd_p=ecdf7012-df4e-4af7-943a-3e5d2bbcc968&pf_rd_r=1TZ0WKKWQTXWS4GX0X50&pd_rd_r=7247f40c-3320-466e-aac3-e0989f34a486&pd_rd_wg=H3J2U"
"https://www.amazon.es/music/prime","text/html;charset=UTF-8","200","OK","Indexable","","Amazon.es: Prime Music","22","222","Escucha más de 2 millones de canciones sin publicidad con Prime Music (Incluido con Amazon Prime) - Periodo de prueba gratis de 30 días","135","888","","0","2 MILLONES DE CANCIONES INCLUIDAS CON AMAZON PRIME","50","¿QUÉ ES AMAZON MUSIC PRIME?","27","","0","","0","","","","https://www.amazon.es/music/prime","","","","","225627","7340","2.041","1","","6","5","2.540","67","67","32","31","","","","","fb03641ef0afb6f7e22b0c4c26c21b5d","0.241","","","","https://www.amazon.es/music/prime"
"https://www.amazon.es/GenTo®-Magic-Wallet-Monte-Carlo/dp/B07SRCSQ2M?pd_rd_w=lPHie&pf_rd_p=cd871a9c-19f8-4f5f-8b24-65d7610b1181&pf_rd_r=1TZ0WKKWQTXWS4GX0X50&pd_rd_r=7247f40c-3320-466e-aac3-e0989f34a486&pd_rd_wg=H3J2U","text/html","200","OK","Indexable","","Amazon.es","9","100","","0","0","","0","","0","","0","","0","","0","","","","","","","","","7390","57","5.171","1","","1","1","0.510","2","2","0","0","","","","","d83ee3d25c291c6b1ac1b3a608235fb2","0.053","","","","https://www.amazon.es/GenTo%C2%AE-Magic-Wallet-Monte-Carlo/dp/B07SRCSQ2M?pd_rd_w=lPHie&pf_rd_p=cd871a9c-19f8-4f5f-8b24-65d7610b1181&pf_rd_r=1TZ0WKKWQTXWS4GX0X50&pd_rd_r=7247f40c-3320-466e-aac3-e0989f34a486&pd_rd_wg=H3J2U"
"https://www.amazon.es/gp/bestsellers/?ref_=nav_cs_bestsellers","text/html; charset=UTF-8","200","OK","Non-Indexable","Canonicalised","Amazon.es Los más vendidos: Los productos más populares en Amazon","65","649","Amazon.es Los más vendidos: Los productos más populares en Amazon","65","462","","0","Los más vendidos","16","","0","","0","","0","","","","https://www.amazon.es/gp/bestsellers/262-8802890-0142239","","","","","243789","1199","3.224","1","","110","109","55.330","167","147","33","32","","","","","ff7b98153ec89ca1788c907f35adc468","0.268","","","","https://www.amazon.es/gp/bestsellers/?ref_=nav_cs_bestsellers"
"https://www.amazon.es/ap/signin?openid.pape.max_auth_age=0&openid.return_to=https%3A%2F%2Fwww.amazon.es%2F%3F_encoding%3DUTF8%26ref_%3Dnav_ya_signin&openid.identity=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.assoc_handle=esflex&openid.mode=checkid_setup&openid.claimed_id=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.ns=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0&","","0","Blocked by robots.txt","Non-Indexable","Blocked by robots.txt","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","0","0","0.000","1","","1","1","0.510","0","0","0","0","","","","","","","","","","https://www.amazon.es/ap/signin?openid.pape.max_auth_age=0&openid.return_to=https%3A%2F%2Fwww.amazon.es%2F%3F_encoding%3DUTF8%26ref_%3Dnav_ya_signin&openid.identity=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.assoc_handle=esflex&openid.mode=checkid_setup&openid.claimed_id=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.ns=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0&"
"https://www.amazon.es/GIARDINI-P907930DE-Zapatos-tacón-Mujer/dp/B07P78C3RD?pd_rd_w=9ZyRv&pf_rd_p=aa5c71c1-ec78-4a31-b740-ed73e7240204&pf_rd_r=1TZ0WKKWQTXWS4GX0X50&pd_rd_r=7247f40c-3320-466e-aac3-e0989f34a486&pd_rd_wg=H3J2U","text/html;charset=UTF-8","200","OK","Non-Indexable","Canonicalised,noindex","NERO GIARDINI P907930DE Zapatos de tacón Mujer 40: Amazon.es: Zapatos y complementos","84","857","Envío gratuito para pedidos superiores a 29 € en productos vendidos o gestionados por Amazon. Devoluciones gratuitas hasta 30 días después de recibir el pedido","159","1037","NERO GIARDINI P907930DE Zapatos de tacón Mujer 40","49","NERO GIARDINI P907930DE Zapatos de tacón Mujer 40","49","","0","Ofertas especiales y promociones","32","Productos relacionados con este producto Patrocinado Ocultar comentarios","72","NOINDEX","","","https://www.amazon.es/GIARDINI-P907930DE-Zapatos-tacón-Mujer/dp/B07P78C3RD","","","","","996613","1669","1.059","1","","15","2","1.020","171","113","34","33","","","","","c1e19d07d8e88e365b21edc49b6fabb3","0.160","","","","https://www.amazon.es/GIARDINI-P907930DE-Zapatos-tac%C3%B3n-Mujer/dp/B07P78C3RD?pd_rd_w=9ZyRv&pf_rd_p=aa5c71c1-ec78-4a31-b740-ed73e7240204&pf_rd_r=1TZ0WKKWQTXWS4GX0X50&pd_rd_r=7247f40c-3320-466e-aac3-e0989f34a486&pd_rd_wg=H3J2U"
"https://www.amazon.es/gp/prime/ref=nav_prime_ajax_err/260-3695900-6142645","text/html; charset=UTF-8","302","MovedTemporarily","Non-Indexable","Redirected","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","0","0","0.000","1","","1","1","0.510","0","0","0","0","","","","","","0.128","","https://www.amazon.es/amazonprime/260-3695900-6142645?_encoding=UTF8&ref_=nav_prime_ajax_err","HTTP Redirect","https://www.amazon.es/gp/prime/ref=nav_prime_ajax_err/260-3695900-6142645"
"https://www.amazon.es/b?ie=UTF8&node=15417070031&ref_=footer_purchase_code","text/html;charset=UTF-8","200","OK","Non-Indexable","Canonicalised","Amazon.es: Amazon Recargas: Cheques regalo","42","428","Compras en línea de Amazon Recargas de una gran selección en la tienda Cheques regalo.","86","585","Amazon Recargas, Cheques regalo, Amazon.es","42","La forma más sencilla de comprar con efectivo en Amazon.es, y sin comisiones","76","","0","Cómo funciona","13","Tres maneras de utilizar Amazon Recargas en Tienda","50","","","","https://www.amazon.es/b?ie=UTF8&node=15417070031","","","","","270542","769","2.061","1","","101","100","50.760","87","85","32","31","","","","","c5f6d1810c80839e00b0de85bbeecc25","0.235","","","","https://www.amazon.es/b?ie=UTF8&node=15417070031&ref_=footer_purchase_code"
"https://www.amazon.es/s?bbn=10117375031&rh=n%3A599388031%2Cn%3A%21599389031%2Cn%3A10117375031%2Cp_n_specials_match%3A21622373031","text/html;charset=UTF-8","200","OK","Indexable","","Amazon.es","9","100","","0","0","","0","1-48 de 133 resultados para Relojes : Mujer : Ofertas Ordenar por: Destacados Precio: de más bajo a más alto Precio: de más alto a más bajo Valoración media de los clientes Novedades Ordenar por:Destacados Ir","208","","0","Reloj Cronógrafo para Mujer","27","Slim Runway tono dorado 3 mano reloj","36","","","","","","","","","708035","2385","2.139","1","","6","4","2.030","348","165","32","31","","","","","2cf6f728b7c07613ef66ed7c4b2ce343","0.274","","","","https://www.amazon.es/s?bbn=10117375031&rh=n%3A599388031%2Cn%3A%21599389031%2Cn%3A10117375031%2Cp_n_specials_match%3A21622373031"
"https://www.amazon.es/b/?&node=14158272031&pd_rd_w=nYOLC&pf_rd_p=14decd95-646d-41a5-9500-1822a811c81c&pf_rd_r=1TZ0WKKWQTXWS4GX0X50&pd_rd_r=7247f40c-3320-466e-aac3-e0989f34a486&pd_rd_wg=H3J2U","text/html;charset=UTF-8","200","OK","Non-Indexable","Canonicalised","Amazon.es: Regalos para Ella: Productos Handmade","48","473","Compras en línea de Regalos para Ella de una gran selección en la tienda Productos Handmade.","92","617","Regalos para Ella, Productos Handmade, Amazon.es","48","Regalos para Ella","17","","0","Productos Destacados","20","Mascarilla negra higiénica homologada UNE 0065 adulto T-M con filtro fijo lavable_marca: Brissa España","102","","","","https://www.amazon.es/b?ie=UTF8&node=14158272031","https://www.amazon.es/Regalos-Productos-Handmade/s?rh=n%3A14158272031&page=2","","","","497358","2712","3.324","1","","4","2","1.020","380","217","32","31","","","","","35f47a3bc9521019449718f03170323f","0.496","","","","https://www.amazon.es/b/?&node=14158272031&pd_rd_w=nYOLC&pf_rd_p=14decd95-646d-41a5-9500-1822a811c81c&pf_rd_r=1TZ0WKKWQTXWS4GX0X50&pd_rd_r=7247f40c-3320-466e-aac3-e0989f34a486&pd_rd_wg=H3J2U"
"https://www.amazon.es/JACK-JONES-Jjecorp-Capucha-Hombre/dp/B07C2C82HC?pd_rd_w=X5TGg&pf_rd_p=48481e87-4e46-4fe0-9d03-4714afe44108&pf_rd_r=1TZ0WKKWQTXWS4GX0X50&pd_rd_r=7247f40c-3320-466e-aac3-e0989f34a486&pd_rd_wg=H3J2U","text/html","200","OK","Indexable","","Amazon.es","9","100","","0","0","","0","","0","","0","","0","","0","","","","","","","","","7377","57","5.180","1","","1","1","0.510","2","2","0","0","","","","","9642b06282bf7d23f6dc1c5298ecec48","0.186","","","","https://www.amazon.es/JACK-JONES-Jjecorp-Capucha-Hombre/dp/B07C2C82HC?pd_rd_w=X5TGg&pf_rd_p=48481e87-4e46-4fe0-9d03-4714afe44108&pf_rd_r=1TZ0WKKWQTXWS4GX0X50&pd_rd_r=7247f40c-3320-466e-aac3-e0989f34a486&pd_rd_wg=H3J2U"
"https://www.amazon.es/cerámica-Barcelona-decoración-navideña-eventos/dp/B08HY2ZG6S?pd_rd_w=5LGkj&pf_rd_p=7d54abc6-4c0f-4579-bc40-edd158573c89&pf_rd_r=1TZ0WKKWQTXWS4GX0X50&pd_rd_r=7247f40c-3320-466e-aac3-e0989f34a486&pd_rd_wg=H3J2U","text/html","200","OK","Indexable","","Amazon.es","9","100","","0","0","","0","","0","","0","","0","","0","","","","","","","","","7435","57","5.139","1","","1","1","0.510","2","2","0","0","","","","","c3ac671a421eaea13d7e906267a43daf","0.190","","","","https://www.amazon.es/cer%C3%A1mica-Barcelona-decoraci%C3%B3n-navide%C3%B1a-eventos/dp/B08HY2ZG6S?pd_rd_w=5LGkj&pf_rd_p=7d54abc6-4c0f-4579-bc40-edd158573c89&pf_rd_r=1TZ0WKKWQTXWS4GX0X50&pd_rd_r=7247f40c-3320-466e-aac3-e0989f34a486&pd_rd_wg=H3J2U"
"https://www.amazon.es/cookieprefs?ref_=portal_banner_cpp","text/html;charset=UTF-8","200","OK","Indexable","","Personalizar las preferencias de cookies","40","358","","0","0","","0","Personalizar las preferencias de cookies","40","","0","","0","","0","","","","","","","","","226109","930","2.891","1","","56","56","28.430","68","68","33","32","","","","","f65a187fbe67744bc11598f689d9f1f1","0.082","","","","https://www.amazon.es/cookieprefs?ref_=portal_banner_cpp"
"https://www.amazon.es/gp/redirect.html?location=https://www.primevideo.com/&token=2BADF9E36394AA42018F0E70696A9B53A0178350&source=standards","","0","Blocked by robots.txt","Non-Indexable","Blocked by robots.txt","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","0","0","0.000","1","","3","3","1.520","0","0","0","0","","","","","","","","","","https://www.amazon.es/gp/redirect.html?location=https://www.primevideo.com/&token=2BADF9E36394AA42018F0E70696A9B53A0178350&source=standards"
"https://www.amazon.es/s?rh=n%3A2846220031%2Cn%3A%212846221031%2Cn%3A3074028031%2Cn%3A3074052031%2Cp_n_specials_match%3A21622373031&bbn=3074052031","text/html;charset=UTF-8","200","OK","Indexable","","Amazon.es","9","100","","0","0","","0","1-48 de 130 resultados para Ropa : Mujer : Accesorios : Ofertas Ordenar por: Destacados Precio: de más bajo a más alto Precio: de más alto a más bajo Valoración media de los clientes Novedades Ordenar por:Destacados Ir","218","El precio y otros detalles pueden variar en función del tamaño y del color","74","Guantes Invierno Hombre Mujer Guantes Termicos para frio moto ciclismo running bici gym para movil Tactiles Regalos Originales para Hombre Mujer Amigo Invisible Navidad Adolescentes Madres Padre","194","Faster Gafas de sol Unisex Adulto","33","","","","","","","","","727060","2376","2.044","1","","6","4","2.030","384","211","33","32","","","","","b53fecaab5a7f8f76523c229b2dcf510","0.350","","","","https://www.amazon.es/s?rh=n%3A2846220031%2Cn%3A%212846221031%2Cn%3A3074028031%2Cn%3A3074052031%2Cp_n_specials_match%3A21622373031&bbn=3074052031"
"https://www.amazon.es/gp/help/customer/display.html?ie=UTF8&nodeId=201262600&ref_=footer_payment","text/html; charset=UTF-8","200","OK","Non-Indexable","Canonicalised","Amazon.es Ayuda: Pagos, precios y promociones","45","442","","0","0","","0","Pagos, precios y promociones","28","","0","","0","","0","","","","https://www.amazon.es/gp/help/customer/display.html?nodeId=GQPC7HS9LCTBTUKK","","","","","228802","835","2.475","1","","101","100","50.760","99","92","33","32","","","","","5f0e1e7d56aff1e0c6f0bd3e03e3d4c8","0.379","","","","https://www.amazon.es/gp/help/customer/display.html?ie=UTF8&nodeId=201262600&ref_=footer_payment"
"https://www.amazon.es/blackfriday","text/html;charset=UTF-8","200","OK","Indexable","","Black Friday 2020 | Amazon.es","29","276","Black Friday comienza antes: disfruta de más de un mes de ofertas exclusivas a partir del 26 de octubre. Adelanta tus compras. Disfruta después.","144","925","","0","","0","","0","","0","","0","","","","https://www.amazon.es/blackfriday","","","","","372379","590","1.343","1","","14","4","2.030","68","67","32","31","","","","","4bd0734c80d9ed8220865a74e1576790","0.313","","","","https://www.amazon.es/blackfriday"
"https://www.amazon.es/Lee-Extreme-Motion-Straight-Hombre/dp/B08CYLL657?pd_rd_w=X5TGg&pf_rd_p=48481e87-4e46-4fe0-9d03-4714afe44108&pf_rd_r=1TZ0WKKWQTXWS4GX0X50&pd_rd_r=7247f40c-3320-466e-aac3-e0989f34a486&pd_rd_wg=H3J2U","text/html;charset=UTF-8","200","OK","Non-Indexable","Canonicalised","Lee Extreme Motion Straight Jeans para Hombre: Amazon.es: Ropa y accesorios","75","725","✓ Comprar Lee Extreme Motion Straight Jeans para Hombre : Ropa y accesorios en Amazon.es","88","610","Lee Extreme Motion Straight Jeans para Hombre,Lee","49","Lee Extreme Motion Straight Jeans para Hombre","45","","0","Ofertas especiales y promociones","32","¿Tienes alguna pregunta?","24","","","","https://www.amazon.es/Lee-Extreme-Motion-Straight-Hombre/dp/B08CYLL657","","","","","1206243","2753","1.418","1","","22","2","1.020","268","166","34","33","","","","","a922ffb317245c13701fb733f24d5343","0.152","","","","https://www.amazon.es/Lee-Extreme-Motion-Straight-Hombre/dp/B08CYLL657?pd_rd_w=X5TGg&pf_rd_p=48481e87-4e46-4fe0-9d03-4714afe44108&pf_rd_r=1TZ0WKKWQTXWS4GX0X50&pd_rd_r=7247f40c-3320-466e-aac3-e0989f34a486&pd_rd_wg=H3J2U"
